Start of song
Instrument: piano
Start of notes
Note: beat=0, position=0, pitch=C6, duration=2, instrument=piano
Note: beat=106, position=11, pitch=E3, duration=10, instrument=piano
Note: beat=106, position=11, pitch=C5, duration=8, instrument=piano
Note: beat=107, position=5, pitch=C4, duration=5, instrument=piano
Note: beat=107, position=5, pitch=E4, duration=5, instrument=piano
Note: beat=107, position=11, pitch=D5, duration=4, instrument=piano
Note: beat=108, position=2, pitch=E5, duration=2, instrument=piano
Note: beat=108, position=5, pitch=G2, duration=18, instrument=piano
Note: beat=108, position=5, pitch=A#3, duration=11, instrument=piano
Note: beat=108, position=5, pitch=D4, duration=10, instrument=piano
Note: beat=108, position=5, pitch=F5, duration=4, instrument=piano
Note: beat=108, position=11, pitch=D5, duration=7, instrument=piano
Note: beat=109, position=5, pitch=A#3, duration=7, instrument=piano
Note: beat=109, position=5, pitch=D4, duration=6, instrument=piano
Note: beat=109, position=5, pitch=F5, duration=5, instrument=piano
Note: beat=109, position=11, pitch=A5, duration=3, instrument=piano
Note: beat=110, position=5, pitch=C3, duration=18, instrument=piano
Note: beat=110, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=110, position=5, pitch=G4, duration=11, instrument=piano
Note: beat=110, position=5, pitch=C6, duration=6, instrument=piano
Note: beat=110, position=11, pitch=G3, duration=12, instrument=piano
Note: beat=111, position=2, pitch=A5, duration=3, instrument=piano
Note: beat=111, position=5, pitch=C4, duration=5, instrument=piano
Note: beat=111, position=5, pitch=E4, duration=7, instrument=piano
Note: beat=111, position=5, pitch=G4, duration=7, instrument=piano
Note: beat=111, position=5, pitch=F5, duration=5, instrument=piano
Note: beat=111, position=11, pitch=D5, duration=4, instrument=piano
Note: beat=112, position=2, pitch=A5, duration=2, instrument=piano
Note: beat=112, position=2, pitch=C6, duration=3, instrument=piano
Note: beat=112, position=4, pitch=F2, duration=40, instrument=piano
Note: beat=112, position=5, pitch=F5, duration=48, instrument=piano
Note: beat=112, position=5, pitch=F6, duration=2, instrument=piano
Note: beat=112, position=11, pitch=C3, duration=36, instrument=piano
Note: beat=113, position=5, pitch=F3, duration=24, instrument=piano
Note: beat=113, position=5, pitch=G3, duration=7, instrument=piano
Note: beat=113, position=11, pitch=A3, duration=18, instrument=piano
Note: beat=113, position=11, pitch=A5, duration=5, instrument=piano
Note: beat=114, position=0, pitch=A3, duration=18, instrument=piano
Note: beat=114, position=2, pitch=C6, duration=3, instrument=piano
Note: beat=114, position=5, pitch=F4, duration=30, instrument=piano
Note: beat=114, position=5, pitch=A4, duration=9, instrument=piano
Note: beat=114, position=5, pitch=E6, duration=12, instrument=piano
Note: beat=114, position=11, pitch=C5, duration=8, instrument=piano
Note: beat=115, position=5, pitch=C4, duration=12, instrument=piano
Note: beat=115, position=5, pitch=E5, duration=7, instrument=piano
Note: beat=115, position=11, pitch=A3, duration=6, instrument=piano
Note: beat=115, position=11, pitch=F5, duration=6, instrument=piano
Note: beat=115, position=11, pitch=A5, duration=3, instrument=piano
Note: beat=116, position=2, pitch=E6, duration=2, instrument=piano
Note: beat=116, position=5, pitch=B2, duration=48, instrument=piano
Note: beat=116, position=5, pitch=B3, duration=8, instrument=piano
Note: beat=116, position=5, pitch=D6, duration=16, instrument=piano
Note: beat=116, position=11, pitch=G4, duration=7, instrument=piano
Note: beat=117, position=0, pitch=F3, duration=40, instrument=piano
Note: beat=117, position=5, pitch=B3, duration=12, instrument=piano
Note: beat=117, position=5, pitch=B4, duration=7, instrument=piano
Note: beat=117, position=11, pitch=D4, duration=30, instrument=piano
Note: beat=117, position=11, pitch=G4, duration=6, instrument=piano
Note: beat=118, position=2, pitch=A5, duration=3, instrument=piano
Note: beat=118, position=3, pitch=C6, duration=3, instrument=piano
Note: beat=118, position=4, pitch=F6, duration=11, instrument=piano
Note: beat=118, position=5, pitch=F4, duration=24, instrument=piano
Note: beat=118, position=5, pitch=D5, duration=9, instrument=piano
Note: beat=119, position=5, pitch=B3, duration=10, instrument=piano
Note: beat=119, position=5, pitch=G5, duration=4, instrument=piano
Note: beat=119, position=8, pitch=A5, duration=3, instrument=piano
Note: beat=119, position=11, pitch=C6, duration=1, instrument=piano
Note: beat=120, position=2, pitch=D6, duration=1, instrument=piano
Note: beat=120, position=5, pitch=A#2, duration=16, instrument=piano
Note: beat=120, position=5, pitch=A#3, duration=18, instrument=piano
Note: beat=120, position=5, pitch=D4, duration=7, instrument=piano
Note: beat=120, position=5, pitch=F4, duration=12, instrument=piano
Note: beat=120, position=5, pitch=F6, duration=5, instrument=piano
Note: beat=120, position=11, pitch=A#3, duration=12, instrument=piano
Note: beat=120, position=11, pitch=F4, duration=6, instrument=piano
Note: beat=121, position=2, pitch=D6, duration=3, instrument=piano
Note: beat=121, position=4, pitch=D4, duration=12, instrument=piano
Note: beat=121, position=5, pitch=A#4, duration=6, instrument=piano
Note: beat=121, position=5, pitch=F6, duration=3, instrument=piano
Note: beat=121, position=10, pitch=F4, duration=3, instrument=piano
Note: beat=121, position=11, pitch=F4, duration=6, instrument=piano
Note: beat=121, position=11, pitch=C7, duration=3, instrument=piano
Note: beat=122, position=4, pitch=C3, duration=24, instrument=piano
Note: beat=122, position=4, pitch=E4, duration=15, instrument=piano
Note: beat=122, position=5, pitch=C4, duration=16, instrument=piano
Note: beat=122, position=5, pitch=G4, duration=24, instrument=piano
Note: beat=122, position=5, pitch=A6, duration=5, instrument=piano
Note: beat=122, position=10, pitch=G3, duration=16, instrument=piano
Note: beat=122, position=11, pitch=G4, duration=11, instrument=piano
Note: beat=122, position=11, pitch=G6, duration=4, instrument=piano
Note: beat=123, position=4, pitch=C4, duration=12, instrument=piano
Note: beat=123, position=5, pitch=C5, duration=5, instrument=piano
Note: beat=123, position=5, pitch=F6, duration=3, instrument=piano
Note: beat=123, position=8, pitch=D6, duration=3, instrument=piano
Note: beat=123, position=10, pitch=E4, duration=6, instrument=piano
Note: beat=124, position=5, pitch=F3, duration=30, instrument=piano
Note: beat=124, position=5, pitch=F6, duration=24, instrument=piano
Note: beat=124, position=11, pitch=C4, duration=40, instrument=piano
Note: beat=125, position=5, pitch=F4, duration=36, instrument=piano
Note: beat=125, position=11, pitch=A#4, duration=5, instrument=piano
Note: beat=126, position=5, pitch=A4, duration=21, instrument=piano
Note: beat=128, position=5, pitch=F2, duration=21, instrument=piano
Note: beat=128, position=5, pitch=A3, duration=16, instrument=piano
Note: beat=128, position=5, pitch=C4, duration=16, instrument=piano
Note: beat=128, position=5, pitch=C5, duration=6, instrument=piano
Note: beat=128, position=11, pitch=C3, duration=16, instrument=piano
Note: beat=129, position=2, pitch=A4, duration=4, instrument=piano
Note: beat=129, position=5, pitch=F3, duration=11, instrument=piano
Note: beat=129, position=5, pitch=C5, duration=6, instrument=piano
Note: beat=129, position=11, pitch=A3, duration=7, instrument=piano
Note: beat=129, position=11, pitch=A4, duration=7, instrument=piano
Note: beat=130, position=5, pitch=E2, duration=18, instrument=piano
Note: beat=130, position=5, pitch=C5, duration=8, instrument=piano
Note: beat=130, position=11, pitch=G3, duration=10, instrument=piano
Note: beat=131, position=5, pitch=C4, duration=10, instrument=piano
Note: beat=131, position=5, pitch=C5, duration=5, instrument=piano
Note: beat=131, position=11, pitch=G3, duration=6, instrument=piano
Note: beat=131, position=11, pitch=G5, duration=5, instrument=piano
Note: beat=132, position=5, pitch=D3, duration=18, instrument=piano
Note: beat=132, position=5, pitch=F5, duration=8, instrument=piano
Note: beat=132, position=11, pitch=A3, duration=12, instrument=piano
Note: beat=133, position=2, pitch=A4, duration=2, instrument=piano
Note: beat=133, position=5, pitch=D4, duration=6, instrument=piano
Note: beat=133, position=5, pitch=A4, duration=6, instrument=piano
Note: beat=133, position=11, pitch=F4, duration=7, instrument=piano
Note: beat=133, position=11, pitch=D5, duration=5, instrument=piano
Note: beat=134, position=5, pitch=A2, duration=18, instrument=piano
Note: beat=134, position=5, pitch=C5, duration=18, instrument=piano
Note: beat=134, position=11, pitch=E3, duration=11, instrument=piano
Note: beat=135, position=5, pitch=C4, duration=10, instrument=piano
Note: beat=135, position=11, pitch=E4, duration=5, instrument=piano
Note: beat=136, position=5, pitch=A#2, duration=18, instrument=piano
Note: beat=136, position=5, pitch=D5, duration=7, instrument=piano
Note: beat=136, position=11, pitch=F3, duration=10, instrument=piano
Note: beat=137, position=2, pitch=C5, duration=2, instrument=piano
Note: beat=137, position=5, pitch=D4, duration=11, instrument=piano
Note: beat=137, position=5, pitch=D5, duration=3, instrument=piano
Note: beat=137, position=11, pitch=D5, duration=3, instrument=piano
Note: beat=138, position=0, pitch=F4, duration=5, instrument=piano
Note: beat=138, position=5, pitch=F2, duration=16, instrument=piano
Note: beat=138, position=5, pitch=C5, duration=5, instrument=piano
Note: beat=138, position=11, pitch=C3, duration=12, instrument=piano
Note: beat=139, position=5, pitch=A3, duration=12, instrument=piano
Note: beat=139, position=5, pitch=F4, duration=7, instrument=piano
Note: beat=139, position=11, pitch=A4, duration=5, instrument=piano
Note: beat=140, position=0, pitch=F4, duration=6, instrument=piano
Note: beat=140, position=5, pitch=G2, duration=24, instrument=piano
Note: beat=140, position=5, pitch=G4, duration=7, instrument=piano
Note: beat=140, position=11, pitch=D3, duration=16, instrument=piano
Note: beat=141, position=2, pitch=F4, duration=5, instrument=piano
Note: beat=141, position=5, pitch=A#3, duration=7, instrument=piano
Note: beat=141, position=5, pitch=D4, duration=6, instrument=piano
Note: beat=141, position=11, pitch=F4, duration=6, instrument=piano
Note: beat=141, position=11, pitch=A4, duration=6, instrument=piano
Note: beat=142, position=5, pitch=C3, duration=24, instrument=piano
Note: beat=142, position=5, pitch=G4, duration=20, instrument=piano
Note: beat=142, position=11, pitch=G3, duration=16, instrument=piano
Note: beat=143, position=5, pitch=C4, duration=8, instrument=piano
Note: beat=143, position=11, pitch=G4, duration=7, instrument=piano
Note: beat=144, position=5, pitch=F2, duration=18, instrument=piano
Note: beat=144, position=5, pitch=C5, duration=5, instrument=piano
Note: beat=144, position=11, pitch=C3, duration=16, instrument=piano
Note: beat=144, position=11, pitch=A3, duration=7, instrument=piano
Note: beat=145, position=2, pitch=A4, duration=2, instrument=piano
Note: beat=145, position=5, pitch=C4, duration=18, instrument=piano
Note: beat=145, position=5, pitch=C5, duration=7, instrument=piano
Note: beat=145, position=11, pitch=A3, duration=8, instrument=piano
Note: beat=145, position=11, pitch=A4, duration=6, instrument=piano
Note: beat=146, position=5, pitch=E2, duration=18, instrument=piano
Note: beat=146, position=5, pitch=C5, duration=7, instrument=piano
Note: beat=146, position=11, pitch=G3, duration=7, instrument=piano
Note: beat=147, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=147, position=5, pitch=C5, duration=5, instrument=piano
Note: beat=147, position=11, pitch=G3, duration=7, instrument=piano
Note: beat=147, position=11, pitch=G5, duration=4, instrument=piano
Note: beat=148, position=5, pitch=D2, duration=16, instrument=piano
Note: beat=148, position=5, pitch=F5, duration=6, instrument=piano
Note: beat=148, position=11, pitch=A2, duration=12, instrument=piano
Note: beat=149, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=149, position=5, pitch=F3, duration=7, instrument=piano
Note: beat=149, position=5, pitch=A5, duration=6, instrument=piano
Note: beat=149, position=11, pitch=A3, duration=6, instrument=piano
Note: beat=149, position=11, pitch=F5, duration=4, instrument=piano
Note: beat=150, position=5, pitch=A2, duration=16, instrument=piano
Note: beat=150, position=5, pitch=E5, duration=9, instrument=piano
Note: beat=150, position=11, pitch=E3, duration=12, instrument=piano
Note: beat=151, position=5, pitch=C4, duration=12, instrument=piano
Note: beat=151, position=5, pitch=F5, duration=6, instrument=piano
Note: beat=151, position=11, pitch=E4, duration=6, instrument=piano
Note: beat=152, position=2, pitch=E5, duration=3, instrument=piano
Note: beat=152, position=5, pitch=A#2, duration=18, instrument=piano
Note: beat=152, position=5, pitch=D5, duration=6, instrument=piano
Note: beat=152, position=11, pitch=A#3, duration=12, instrument=piano
Note: beat=153, position=2, pitch=C5, duration=4, instrument=piano
Note: beat=153, position=5, pitch=C4, duration=8, instrument=piano
Note: beat=153, position=5, pitch=F5, duration=6, instrument=piano
Note: beat=153, position=11, pitch=F4, duration=5, instrument=piano
Note: beat=153, position=11, pitch=D5, duration=6, instrument=piano
Note: beat=154, position=5, pitch=A2, duration=18, instrument=piano
Note: beat=154, position=5, pitch=C5, duration=7, instrument=piano
Note: beat=154, position=11, pitch=E3, duration=12, instrument=piano
Note: beat=155, position=5, pitch=C4, duration=7, instrument=piano
Note: beat=155, position=5, pitch=F5, duration=6, instrument=piano
Note: beat=155, position=11, pitch=E4, duration=7, instrument=piano
Note: beat=155, position=11, pitch=E5, duration=5, instrument=piano
Note: beat=156, position=5, pitch=G2, duration=18, instrument=piano
Note: beat=156, position=5, pitch=D5, duration=5, instrument=piano
Note: beat=156, position=11, pitch=D3, duration=12, instrument=piano
Note: beat=157, position=2, pitch=C5, duration=4, instrument=piano
Note: beat=157, position=5, pitch=A#3, duration=8, instrument=piano
Note: beat=157, position=5, pitch=D5, duration=4, instrument=piano
Note: beat=157, position=11, pitch=F4, duration=7, instrument=piano
Note: beat=157, position=11, pitch=F5, duration=4, instrument=piano
Note: beat=158, position=5, pitch=C3, duration=16, instrument=piano
Note: beat=158, position=5, pitch=E4, duration=16, instrument=piano
Note: beat=158, position=5, pitch=G5, duration=9, instrument=piano
Note: beat=158, position=11, pitch=G3, duration=9, instrument=piano
Note: beat=159, position=5, pitch=G4, duration=7, instrument=piano
Note: beat=159, position=5, pitch=A5, duration=4, instrument=piano
Note: beat=159, position=8, pitch=G5, duration=4, instrument=piano
Note: beat=159, position=11, pitch=E4, duration=5, instrument=piano
Note: beat=159, position=11, pitch=F5, duration=4, instrument=piano
Note: beat=160, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=160, position=5, pitch=F2, duration=16, instrument=piano
Note: beat=160, position=5, pitch=A5, duration=6, instrument=piano
Note: beat=160, position=11, pitch=C3, duration=10, instrument=piano
Note: beat=161, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=161, position=5, pitch=A3, duration=12, instrument=piano
Note: beat=161, position=5, pitch=C4, duration=24, instrument=piano
Note: beat=161, position=5, pitch=F5, duration=3, instrument=piano
Note: beat=161, position=11, pitch=C6, duration=3, instrument=piano
Note: beat=162, position=5, pitch=E2, duration=18, instrument=piano
Note: beat=162, position=5, pitch=G5, duration=8, instrument=piano
Note: beat=162, position=11, pitch=B2, duration=11, instrument=piano
Note: beat=163, position=5, pitch=G3, duration=8, instrument=piano
Note: beat=163, position=5, pitch=C4, duration=7, instrument=piano
Note: beat=163, position=5, pitch=A5, duration=3, instrument=piano
Note: beat=163, position=8, pitch=G5, duration=4, instrument=piano
Note: beat=163, position=11, pitch=F5, duration=2, instrument=piano
Note: beat=164, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=164, position=5, pitch=D2, duration=16, instrument=piano
Note: beat=164, position=5, pitch=F3, duration=10, instrument=piano
Note: beat=164, position=5, pitch=A3, duration=11, instrument=piano
Note: beat=164, position=5, pitch=F5, duration=7, instrument=piano
Note: beat=164, position=11, pitch=A2, duration=12, instrument=piano
Note: beat=165, position=2, pitch=E5, duration=3, instrument=piano
Note: beat=165, position=5, pitch=F3, duration=6, instrument=piano
Note: beat=165, position=5, pitch=A3, duration=6, instrument=piano
Note: beat=165, position=5, pitch=D5, duration=4, instrument=piano
Note: beat=165, position=11, pitch=D3, duration=5, instrument=piano
Note: beat=165, position=11, pitch=A5, duration=4, instrument=piano
Note: beat=166, position=5, pitch=A2, duration=15, instrument=piano
Note: beat=166, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=166, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=166, position=5, pitch=E5, duration=8, instrument=piano
Note: beat=166, position=11, pitch=E3, duration=11, instrument=piano
Note: beat=167, position=5, pitch=C4, duration=6, instrument=piano
Note: beat=167, position=5, pitch=E4, duration=6, instrument=piano
Note: beat=167, position=5, pitch=F5, duration=6, instrument=piano
Note: beat=168, position=2, pitch=E5, duration=4, instrument=piano
Note: beat=168, position=5, pitch=A#2, duration=15, instrument=piano
Note: beat=168, position=5, pitch=D4, duration=10, instrument=piano
Note: beat=168, position=5, pitch=D5, duration=7, instrument=piano
Note: beat=168, position=8, pitch=A#3, duration=9, instrument=piano
Note: beat=169, position=2, pitch=C5, duration=2, instrument=piano
Note: beat=169, position=5, pitch=D4, duration=9, instrument=piano
Note: beat=169, position=5, pitch=F4, duration=8, instrument=piano
Note: beat=169, position=5, pitch=D6, duration=2, instrument=piano
Note: beat=169, position=11, pitch=D6, duration=3, instrument=piano
Note: beat=170, position=5, pitch=A2, duration=16, instrument=piano
Note: beat=170, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=170, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=170, position=5, pitch=C6, duration=10, instrument=piano
Note: beat=170, position=11, pitch=E3, duration=11, instrument=piano
Note: beat=171, position=5, pitch=C4, duration=5, instrument=piano
Note: beat=171, position=5, pitch=E4, duration=5, instrument=piano
Note: beat=171, position=5, pitch=A5, duration=7, instrument=piano
Note: beat=171, position=11, pitch=C6, duration=7, instrument=piano
Note: beat=172, position=5, pitch=G2, duration=16, instrument=piano
Note: beat=172, position=5, pitch=A#3, duration=11, instrument=piano
Note: beat=172, position=5, pitch=D4, duration=11, instrument=piano
Note: beat=172, position=5, pitch=A#5, duration=6, instrument=piano
Note: beat=172, position=11, pitch=A#2, duration=11, instrument=piano
Note: beat=173, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=173, position=5, pitch=A#3, duration=6, instrument=piano
Note: beat=173, position=5, pitch=D4, duration=5, instrument=piano
Note: beat=173, position=5, pitch=F5, duration=3, instrument=piano
Note: beat=173, position=11, pitch=D5, duration=4, instrument=piano
Note: beat=174, position=5, pitch=C2, duration=18, instrument=piano
Note: beat=174, position=5, pitch=E3, duration=11, instrument=piano
Note: beat=174, position=5, pitch=G3, duration=11, instrument=piano
Note: beat=174, position=5, pitch=G5, duration=6, instrument=piano
Note: beat=174, position=11, pitch=G2, duration=12, instrument=piano
Note: beat=175, position=5, pitch=E3, duration=4, instrument=piano
Note: beat=175, position=5, pitch=G3, duration=5, instrument=piano
Note: beat=175, position=5, pitch=A5, duration=4, instrument=piano
Note: beat=175, position=8, pitch=C3, duration=8, instrument=piano
Note: beat=175, position=8, pitch=G5, duration=4, instrument=piano
Note: beat=175, position=11, pitch=E3, duration=3, instrument=piano
Note: beat=175, position=11, pitch=G3, duration=3, instrument=piano
Note: beat=175, position=11, pitch=F5, duration=4, instrument=piano
Note: beat=176, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=176, position=5, pitch=F2, duration=18, instrument=piano
Note: beat=176, position=5, pitch=A3, duration=11, instrument=piano
Note: beat=176, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=176, position=5, pitch=A5, duration=6, instrument=piano
Note: beat=176, position=11, pitch=C3, duration=20, instrument=piano
Note: beat=177, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=177, position=5, pitch=A3, duration=11, instrument=piano
Note: beat=177, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=177, position=5, pitch=F5, duration=3, instrument=piano
Note: beat=177, position=11, pitch=C6, duration=3, instrument=piano
Note: beat=178, position=5, pitch=E2, duration=18, instrument=piano
Note: beat=178, position=5, pitch=G3, duration=10, instrument=piano
Note: beat=178, position=5, pitch=C4, duration=10, instrument=piano
Note: beat=178, position=5, pitch=G5, duration=8, instrument=piano
Note: beat=178, position=11, pitch=C3, duration=10, instrument=piano
Note: beat=179, position=5, pitch=G3, duration=7, instrument=piano
Note: beat=179, position=5, pitch=C4, duration=6, instrument=piano
Note: beat=179, position=5, pitch=A5, duration=3, instrument=piano
Note: beat=179, position=8, pitch=G5, duration=4, instrument=piano
Note: beat=179, position=11, pitch=F5, duration=2, instrument=piano
Note: beat=180, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=180, position=5, pitch=D2, duration=16, instrument=piano
Note: beat=180, position=5, pitch=F3, duration=11, instrument=piano
Note: beat=180, position=5, pitch=A3, duration=11, instrument=piano
Note: beat=180, position=5, pitch=F5, duration=7, instrument=piano
Note: beat=180, position=11, pitch=A2, duration=12, instrument=piano
Note: beat=181, position=2, pitch=E5, duration=3, instrument=piano
Note: beat=181, position=5, pitch=F3, duration=6, instrument=piano
Note: beat=181, position=5, pitch=A3, duration=6, instrument=piano
Note: beat=181, position=5, pitch=D5, duration=4, instrument=piano
Note: beat=181, position=11, pitch=D3, duration=6, instrument=piano
Note: beat=181, position=11, pitch=F5, duration=6, instrument=piano
Note: beat=182, position=5, pitch=A2, duration=18, instrument=piano
Note: beat=182, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=182, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=182, position=5, pitch=C6, duration=5, instrument=piano
Note: beat=182, position=11, pitch=E3, duration=16, instrument=piano
Note: beat=182, position=11, pitch=A5, duration=6, instrument=piano
Note: beat=183, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=183, position=5, pitch=E4, duration=8, instrument=piano
Note: beat=183, position=5, pitch=A5, duration=7, instrument=piano
Note: beat=184, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=184, position=5, pitch=A#2, duration=18, instrument=piano
Note: beat=184, position=5, pitch=D4, duration=10, instrument=piano
Note: beat=184, position=5, pitch=F5, duration=3, instrument=piano
Note: beat=184, position=11, pitch=D5, duration=5, instrument=piano
Note: beat=185, position=5, pitch=D4, duration=7, instrument=piano
Note: beat=185, position=5, pitch=F4, duration=7, instrument=piano
Note: beat=185, position=5, pitch=A5, duration=7, instrument=piano
Note: beat=186, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=186, position=5, pitch=A2, duration=16, instrument=piano
Note: beat=186, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=186, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=186, position=5, pitch=F5, duration=4, instrument=piano
Note: beat=186, position=11, pitch=E3, duration=10, instrument=piano
Note: beat=186, position=11, pitch=C5, duration=8, instrument=piano
Note: beat=187, position=5, pitch=C4, duration=5, instrument=piano
Note: beat=187, position=5, pitch=E4, duration=5, instrument=piano
Note: beat=187, position=11, pitch=D5, duration=4, instrument=piano
Note: beat=188, position=2, pitch=E5, duration=2, instrument=piano
Note: beat=188, position=5, pitch=G2, duration=18, instrument=piano
Note: beat=188, position=5, pitch=A#3, duration=11, instrument=piano
Note: beat=188, position=5, pitch=D4, duration=10, instrument=piano
Note: beat=188, position=5, pitch=F5, duration=4, instrument=piano
Note: beat=188, position=11, pitch=D5, duration=7, instrument=piano
Note: beat=189, position=5, pitch=A#3, duration=7, instrument=piano
Note: beat=189, position=5, pitch=D4, duration=6, instrument=piano
Note: beat=189, position=5, pitch=F5, duration=5, instrument=piano
Note: beat=189, position=11, pitch=A5, duration=3, instrument=piano
Note: beat=190, position=5, pitch=C3, duration=20, instrument=piano
Note: beat=190, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=190, position=5, pitch=G4, duration=11, instrument=piano
Note: beat=190, position=5, pitch=C6, duration=6, instrument=piano
Note: beat=190, position=11, pitch=G3, duration=15, instrument=piano
Note: beat=191, position=2, pitch=A5, duration=3, instrument=piano
Note: beat=191, position=5, pitch=C4, duration=5, instrument=piano
Note: beat=191, position=5, pitch=E4, duration=8, instrument=piano
Note: beat=191, position=5, pitch=G4, duration=8, instrument=piano
Note: beat=191, position=5, pitch=F5, duration=5, instrument=piano
Note: beat=191, position=8, pitch=C5, duration=3, instrument=piano
Note: beat=191, position=11, pitch=D5, duration=4, instrument=piano
Note: beat=191, position=11, pitch=F5, duration=4, instrument=piano
Note: beat=192, position=2, pitch=G5, duration=4, instrument=piano
Note: beat=192, position=5, pitch=F2, duration=18, instrument=piano
Note: beat=192, position=5, pitch=A3, duration=16, instrument=piano
Note: beat=192, position=5, pitch=C4, duration=16, instrument=piano
Note: beat=192, position=5, pitch=F5, duration=48, instrument=piano
Note: beat=192, position=5, pitch=A5, duration=15, instrument=piano
Note: beat=192, position=11, pitch=C3, duration=30, instrument=piano
Note: beat=193, position=5, pitch=F3, duration=4, instrument=piano
Note: beat=193, position=11, pitch=A3, duration=2, instrument=piano
Note: beat=193, position=11, pitch=C4, duration=5, instrument=piano
Note: beat=193, position=11, pitch=C6, duration=4, instrument=piano
Note: beat=194, position=5, pitch=E2, duration=18, instrument=piano
Note: beat=194, position=5, pitch=G3, duration=11, instrument=piano
Note: beat=194, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=194, position=5, pitch=G5, duration=11, instrument=piano
Note: beat=195, position=5, pitch=G3, duration=11, instrument=piano
Note: beat=195, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=196, position=5, pitch=D2, duration=20, instrument=piano
Note: beat=196, position=5, pitch=F5, duration=15, instrument=piano
Note: beat=196, position=11, pitch=A2, duration=15, instrument=piano
Note: beat=197, position=5, pitch=F3, duration=9, instrument=piano
Note: beat=197, position=5, pitch=A3, duration=8, instrument=piano
Note: beat=197, position=11, pitch=D3, duration=3, instrument=piano
Note: beat=197, position=11, pitch=F6, duration=4, instrument=piano
Note: beat=198, position=5, pitch=A2, duration=16, instrument=piano
Note: beat=198, position=5, pitch=E6, duration=8, instrument=piano
Note: beat=198, position=11, pitch=E3, duration=12, instrument=piano
Note: beat=199, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=199, position=5, pitch=E4, duration=12, instrument=piano
Note: beat=199, position=5, pitch=C6, duration=9, instrument=piano
Note: beat=200, position=5, pitch=A#2, duration=15, instrument=piano
Note: beat=200, position=5, pitch=F3, duration=16, instrument=piano
Note: beat=200, position=5, pitch=A#3, duration=5, instrument=piano
Note: beat=200, position=5, pitch=D4, duration=9, instrument=piano
Note: beat=200, position=5, pitch=F4, duration=10, instrument=piano
Note: beat=200, position=5, pitch=D6, duration=15, instrument=piano
Note: beat=200, position=11, pitch=A#3, duration=5, instrument=piano
Note: beat=201, position=5, pitch=D4, duration=6, instrument=piano
Note: beat=201, position=5, pitch=F4, duration=6, instrument=piano
Note: beat=201, position=11, pitch=F6, duration=4, instrument=piano
Note: beat=202, position=5, pitch=A2, duration=20, instrument=piano
Note: beat=202, position=5, pitch=C4, duration=10, instrument=piano
Note: beat=202, position=5, pitch=E4, duration=10, instrument=piano
Note: beat=202, position=5, pitch=C6, duration=16, instrument=piano
Note: beat=202, position=11, pitch=E3, duration=15, instrument=piano
Note: beat=203, position=5, pitch=C4, duration=5, instrument=piano
Note: beat=203, position=5, pitch=E4, duration=5, instrument=piano
Note: beat=203, position=5, pitch=A5, duration=10, instrument=piano
Note: beat=203, position=11, pitch=A3, duration=2, instrument=piano
Note: beat=204, position=5, pitch=G2, duration=16, instrument=piano
Note: beat=204, position=5, pitch=A#3, duration=10, instrument=piano
Note: beat=204, position=5, pitch=D4, duration=10, instrument=piano
Note: beat=204, position=5, pitch=G5, duration=7, instrument=piano
Note: beat=204, position=11, pitch=D3, duration=12, instrument=piano
Note: beat=205, position=2, pitch=A5, duration=6, instrument=piano
Note: beat=205, position=5, pitch=A#3, duration=6, instrument=piano
Note: beat=205, position=5, pitch=D4, duration=6, instrument=piano
Note: beat=205, position=11, pitch=G3, duration=6, instrument=piano
Note: beat=205, position=11, pitch=A#5, duration=3, instrument=piano
Note: beat=206, position=5, pitch=C3, duration=15, instrument=piano
Note: beat=206, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=206, position=5, pitch=G4, duration=11, instrument=piano
Note: beat=206, position=5, pitch=C6, duration=12, instrument=piano
Note: beat=206, position=11, pitch=G3, duration=7, instrument=piano
Note: beat=207, position=5, pitch=E4, duration=6, instrument=piano
Note: beat=207, position=5, pitch=G4, duration=6, instrument=piano
